"mp_pm_mpd","-.1459185","-.5412547","-.6976189","-.9523832","-.9935933","-.9289193","-.8308667","-.7006877","-.5240948","-.4023888","-.2003651",".3120351",".6162397"
"",".1746033",".3082426",".317143",".378093",".3784647",".4069242",".4531076",".5485378",".6240622",".6560706",".6508627",".655722",".763036"
