"mp_pm_mpd","-.100251","-.4236521","-.4948466","-.6989932","-.7751785","-.664578","-.4811379","-.3033368","-.0956071",".2372728",".5711112","1.192555","1.591258"
"",".1849194",".283739",".3168525",".3855414",".4203161",".5205239",".6254993",".7925105",".8826656",".9268137",".8900193",".763212",".7596606"
